,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
433,240200,27894,6011000100,"Census Tract 1, Colusa County, California"
434,223400,31980,6011000200,"Census Tract 2, Colusa County, California"
435,167500,13384,6011000300,"Census Tract 3, Colusa County, California"
436,155800,17299,6011000400,"Census Tract 4, Colusa County, California"
437,190100,36768,6011000500,"Census Tract 5, Colusa County, California"
438,247800,68820,6013301000,"Census Tract 3010, Contra Costa County, California"
439,216300,63179,6013302005,"Census Tract 3020.05, Contra Costa County, California"
440,241200,19249,6013302006,"Census Tract 3020.06, Contra Costa County, California"
441,270000,29348,6013302007,"Census Tract 3020.07, Contra Costa County, California"
442,293100,29208,6013302008,"Census Tract 3020.08, Contra Costa County, California"
443,318000,26024,6013302009,"Census Tract 3020.09, Contra Costa County, California"
444,305800,35398,6013302010,"Census Tract 3020.10, Contra Costa County, California"
445,401400,42853,6013303102,"Census Tract 3031.02, Contra Costa County, California"
446,325800,37301,6013303103,"Census Tract 3031.03, Contra Costa County, California"
447,356800,28888,6013303201,"Census Tract 3032.01, Contra Costa County, California"
448,386400,32749,6013303202,"Census Tract 3032.02, Contra Costa County, California"
449,466400,42376,6013303203,"Census Tract 3032.03, Contra Costa County, California"
450,291300,40825,6013303204,"Census Tract 3032.04, Contra Costa County, California"
451,385800,22491,6013303205,"Census Tract 3032.05, Contra Costa County, California"
452,468500,33687,6013304001,"Census Tract 3040.01, Contra Costa County, California"
453,346500,102286,6013304002,"Census Tract 3040.02, Contra Costa County, California"
454,432100,45822,6013304003,"Census Tract 3040.03, Contra Costa County, California"
455,538200,59347,6013304004,"Census Tract 3040.04, Contra Costa County, California"
456,336400,34822,6013304005,"Census Tract 3040.05, Contra Costa County, California"
457,206100,47697,6013305000,"Census Tract 3050, Contra Costa County, California"
458,202300,33113,6013306002,"Census Tract 3060.02, Contra Costa County, California"
459,212200,13551,6013306003,"Census Tract 3060.03, Contra Costa County, California"
460,242900,38543,6013306004,"Census Tract 3060.04, Contra Costa County, California"
461,250900,17951,6013307101,"Census Tract 3071.01, Contra Costa County, California"
462,154300,16098,6013307102,"Census Tract 3071.02, Contra Costa County, California"
463,188800,12450,6013307201,"Census Tract 3072.01, Contra Costa County, California"
464,84200,18820,6013307202,"Census Tract 3072.02, Contra Costa County, California"
465,204300,16688,6013307204,"Census Tract 3072.04, Contra Costa County, California"
466,202600,56364,6013307205,"Census Tract 3072.05, Contra Costa County, California"
467,229300,42989,6013308001,"Census Tract 3080.01, Contra Costa County, California"
468,283500,27496,6013308002,"Census Tract 3080.02, Contra Costa County, California"
469,241600,13720,6013309000,"Census Tract 3090, Contra Costa County, California"
470,207200,18385,6013310000,"Census Tract 3100, Contra Costa County, California"
471,201300,45469,6013311000,"Census Tract 3110, Contra Costa County, California"
472,209200,38766,6013312000,"Census Tract 3120, Contra Costa County, California"
473,208300,33877,6013313101,"Census Tract 3131.01, Contra Costa County, California"
474,262400,46166,6013313102,"Census Tract 3131.02, Contra Costa County, California"
475,304300,21396,6013313103,"Census Tract 3131.03, Contra Costa County, California"
476,272200,25155,6013313203,"Census Tract 3132.03, Contra Costa County, California"
477,279900,19168,6013313204,"Census Tract 3132.04, Contra Costa County, California"
478,222500,11926,6013313205,"Census Tract 3132.05, Contra Costa County, California"
479,199500,20818,6013313206,"Census Tract 3132.06, Contra Costa County, California"
480,177500,39092,6013314102,"Census Tract 3141.02, Contra Costa County, California"
481,189700,25106,6013314103,"Census Tract 3141.03, Contra Costa County, California"
482,118000,17023,6013314104,"Census Tract 3141.04, Contra Costa County, California"
483,150500,28241,6013314200,"Census Tract 3142, Contra Costa County, California"
484,288500,18705,6013315000,"Census Tract 3150, Contra Costa County, California"
485,325900,64707,6013316000,"Census Tract 3160, Contra Costa County, California"
486,319800,57106,6013317000,"Census Tract 3170, Contra Costa County, California"
487,396600,36266,6013318000,"Census Tract 3180, Contra Costa County, California"
488,347500,29894,6013319000,"Census Tract 3190, Contra Costa County, California"
489,289400,24448,6013320001,"Census Tract 3200.01, Contra Costa County, California"
490,475200,40927,6013320003,"Census Tract 3200.03, Contra Costa County, California"
491,394500,30850,6013320004,"Census Tract 3200.04, Contra Costa County, California"
492,409500,34272,6013321101,"Census Tract 3211.01, Contra Costa County, California"
493,496200,25994,6013321102,"Census Tract 3211.02, Contra Costa County, California"
494,494500,19124,6013321103,"Census Tract 3211.03, Contra Costa County, California"
495,293300,25916,6013321200,"Census Tract 3212, Contra Costa County, California"
496,557500,39232,6013322000,"Census Tract 3220, Contra Costa County, California"
497,488200,31285,6013323000,"Census Tract 3230, Contra Costa County, California"
498,412900,44343,6013324001,"Census Tract 3240.01, Contra Costa County, California"
499,427300,52672,6013324002,"Census Tract 3240.02, Contra Costa County, California"
500,580900,24927,6013325000,"Census Tract 3250, Contra Costa County, California"
501,666700,24636,6013326000,"Census Tract 3260, Contra Costa County, California"
502,149800,50679,6013327000,"Census Tract 3270, Contra Costa County, California"
503,205900,78874,6013328000,"Census Tract 3280, Contra Costa County, California"
504,314800,20787,6013329000,"Census Tract 3290, Contra Costa County, California"
505,343400,20377,6013330000,"Census Tract 3300, Contra Costa County, California"
506,380000,34315,6013331000,"Census Tract 3310, Contra Costa County, California"
507,364600,18688,6013332000,"Census Tract 3320, Contra Costa County, California"
508,416400,30729,6013333101,"Census Tract 3331.01, Contra Costa County, California"
509,419000,40848,6013333102,"Census Tract 3331.02, Contra Costa County, California"
510,437600,16546,6013333200,"Census Tract 3332, Contra Costa County, California"
511,375600,30460,6013334001,"Census Tract 3340.01, Contra Costa County, California"
512,331900,36637,6013334004,"Census Tract 3340.04, Contra Costa County, California"
513,503200,36108,6013334006,"Census Tract 3340.06, Contra Costa County, California"
514,883800,44793,6013334200,"Census Tract 3342, Contra Costa County, California"
515,393100,27755,6013335000,"Census Tract 3350, Contra Costa County, California"
516,256300,82786,6013336101,"Census Tract 3361.01, Contra Costa County, California"
517,197800,26339,6013336102,"Census Tract 3361.02, Contra Costa County, California"
518,299100,23754,6013336201,"Census Tract 3362.01, Contra Costa County, California"
519,248600,75068,6013336202,"Census Tract 3362.02, Contra Costa County, California"
520,539500,56610,6013337100,"Census Tract 3371, Contra Costa County, California"
521,346800,53868,6013337200,"Census Tract 3372, Contra Costa County, California"
522,657600,23121,6013337300,"Census Tract 3373, Contra Costa County, California"
523,312900,49341,6013338101,"Census Tract 3381.01, Contra Costa County, California"
524,495400,29096,6013338102,"Census Tract 3381.02, Contra Costa County, California"
525,641300,31410,6013338201,"Census Tract 3382.01, Contra Costa County, California"
526,433100,74592,6013338203,"Census Tract 3382.03, Contra Costa County, California"
527,457400,36981,6013338204,"Census Tract 3382.04, Contra Costa County, California"
528,785900,30192,6013338301,"Census Tract 3383.01, Contra Costa County, California"
529,840900,26682,6013338302,"Census Tract 3383.02, Contra Costa County, California"
530,427600,147670,6013339001,"Census Tract 3390.01, Contra Costa County, California"
531,405200,61013,6013339002,"Census Tract 3390.02, Contra Costa County, California"
532,547000,58665,6013340001,"Census Tract 3400.01, Contra Costa County, California"
533,739100,42876,6013340002,"Census Tract 3400.02, Contra Costa County, California"
534,788500,60971,6013341000,"Census Tract 3410, Contra Costa County, California"
535,811000,52035,6013343001,"Census Tract 3430.01, Contra Costa County, California"
536,768000,72120,6013343002,"Census Tract 3430.02, Contra Costa County, California"
537,871300,37533,6013343003,"Census Tract 3430.03, Contra Costa County, California"
538,618100,19995,6013345101,"Census Tract 3451.01, Contra Costa County, California"
539,640000,14584,6013345102,"Census Tract 3451.02, Contra Costa County, California"
540,660900,23579,6013345103,"Census Tract 3451.03, Contra Costa County, California"
541,782700,47087,6013345105,"Census Tract 3451.05, Contra Costa County, California"
542,701100,50604,6013345108,"Census Tract 3451.08, Contra Costa County, California"
543,785200,42159,6013345111,"Census Tract 3451.11, Contra Costa County, California"
544,870800,68989,6013345112,"Census Tract 3451.12, Contra Costa County, California"
545,836500,39568,6013345113,"Census Tract 3451.13, Contra Costa County, California"
546,828500,33651,6013345114,"Census Tract 3451.14, Contra Costa County, California"
547,884400,42916,6013345115,"Census Tract 3451.15, Contra Costa County, California"
548,708200,31612,6013345116,"Census Tract 3451.16, Contra Costa County, California"
549,631600,41788,6013345202,"Census Tract 3452.02, Contra Costa County, California"
550,990000,69405,6013345203,"Census Tract 3452.03, Contra Costa County, California"
551,1224400,86454,6013345204,"Census Tract 3452.04, Contra Costa County, California"
552,875900,39272,6013346101,"Census Tract 3461.01, Contra Costa County, California"
553,1409200,68827,6013346102,"Census Tract 3461.02, Contra Costa County, California"
554,1057900,93777,6013346201,"Census Tract 3462.01, Contra Costa County, California"
555,890500,30011,6013346203,"Census Tract 3462.03, Contra Costa County, California"
556,978700,45411,6013346204,"Census Tract 3462.04, Contra Costa County, California"
557,986500,61742,6013347000,"Census Tract 3470, Contra Costa County, California"
558,1225100,68345,6013348000,"Census Tract 3480, Contra Costa County, California"
559,938500,46477,6013349000,"Census Tract 3490, Contra Costa County, California"
560,957800,59311,6013350000,"Census Tract 3500, Contra Costa County, California"
561,361100,22736,6013351101,"Census Tract 3511.01, Contra Costa County, California"
562,230000,18979,6013351102,"Census Tract 3511.02, Contra Costa County, California"
563,516600,60848,6013351103,"Census Tract 3511.03, Contra Costa County, California"
564,950200,43464,6013351200,"Census Tract 3512, Contra Costa County, California"
565,1103100,39754,6013352101,"Census Tract 3521.01, Contra Costa County, California"
566,957800,41446,6013352102,"Census Tract 3521.02, Contra Costa County, California"
567,924500,45109,6013352201,"Census Tract 3522.01, Contra Costa County, California"
568,780500,45984,6013352202,"Census Tract 3522.02, Contra Costa County, California"
569,1006600,63678,6013353001,"Census Tract 3530.01, Contra Costa County, California"
570,1065500,57278,6013353002,"Census Tract 3530.02, Contra Costa County, California"
571,937300,38667,6013354001,"Census Tract 3540.01, Contra Costa County, California"
572,1139500,50228,6013354002,"Census Tract 3540.02, Contra Costa County, California"
573,322400,19746,6013355107,"Census Tract 3551.07, Contra Costa County, California"
574,328400,19329,6013355108,"Census Tract 3551.08, Contra Costa County, California"
575,287200,25717,6013355109,"Census Tract 3551.09, Contra Costa County, California"
576,260200,26852,6013355110,"Census Tract 3551.10, Contra Costa County, California"
577,292100,22864,6013355111,"Census Tract 3551.11, Contra Costa County, California"
578,1154200,157790,6013355112,"Census Tract 3551.12, Contra Costa County, California"
579,933400,33415,6013355113,"Census Tract 3551.13, Contra Costa County, California"
580,896200,46483,6013355114,"Census Tract 3551.14, Contra Costa County, California"
581,718300,53082,6013355115,"Census Tract 3551.15, Contra Costa County, California"
